record_id,citation_key,title,material_type,primary_synthesis_role,secondary_synthesis_roles,rq_contribution,manuscript_section_use,extracted_contribution,reason_not_study_level_coded,public_material_basis,reviewer_note
FMS1154,FMS1154,RealSec-bench: A Benchmark for Evaluating Secure Code Generation in Real-World Repositories,formal_source_record,evaluation_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","RealSec-bench: A Benchmark for Evaluating Secure Code Generation in Real-World Repositories: Large Language Models (LLMs) have demonstrated remarkable capabilities in code generation, but their proficiency in producing secure code remains a critical, under-explored area.",RealSec-bench constructs and validates secure-code-generation tasks; its LLM filtering and human validation belong to benchmark construction rather than an evaluated Agentic miner.,https://doi.org/10.18653/v1/2026.findings-acl.1786,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1155,FMS1155,"RealVuln: Benchmarking Rule-Based, General-Purpose LLM, and Security-Specialized Scanners on Real-World Code",preprint,evaluation_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","RealVuln: Benchmarking Rule-Based, General-Purpose LLM, and Security-Specialized Scanners on Real-World Code: How do security scanners perform on real-world code?","The study benchmarks final outputs from rule-based and LLM scanners, but the reviewed general-purpose LLM scan does not use its interpretation to drive a later tool action, execution, retained state, validation, or reporting transition.",https://arxiv.org/abs/2604.13764,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1174,FMS1174,Repairing Regex Vulnerabilities via Localization-Guided Instructions,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Repairing Regex Vulnerabilities via Localization-Guided Instructions: Regular expressions (regexes) are foundational to modern computing for critical tasks like input validation and data parsing, yet their ubiquity exposes systems to regular expression denial of service (ReDoS), a vulnerability requiring automated repair methods.","The framework localizes a vulnerable regex symbolically, invokes an LLM once for repair, and validates afterward without feeding validation results into another LLM-controlled action.",https://arxiv.org/abs/2510.09037,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1175,FMS1175,Repairing vulnerabilities without invisible hands. A differentiated replication study on LLMs,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Repairing vulnerabilities without invisible hands. A differentiated replication study on LLMs: Background: Automated Vulnerability Repair (AVR) is a fast-growing branch of program repair.,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2507.20977,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1193,FMS1193,ReVul-CoT: Towards Effective Software Vulnerability Assessment with Retrieval-Augmented Generation and Chain-of-Thought Prompting,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",ReVul-CoT: Towards Effective Software Vulnerability Assessment with Retrieval-Augmented Generation and Chain-of-Thought Prompting: Context: Software Vulnerability Assessment (SVA) plays a vital role in evaluating and ranking vulnerabilities in software systems to ensure their security and reliability.,"ReVul-CoT is a retrieval-augmented vulnerability assessment model evaluated as a fixed prediction pipeline, not an Agentic tool-feedback workflow.",https://arxiv.org/abs/2511.17027,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1218,FMS1218,SAFLITE: Fuzzing Autonomous Systems via Large Language Models,formal_source_record,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","SAFLITE: Fuzzing Autonomous Systems via Large Language Models: Fuzz testing effectively uncovers software vulnerabilities; however, it faces challenges with Autonomous Systems (AS) due to their vast search spaces and complex state spaces, which reflect the unpredictability and complexity of real-world environments.","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://doi.org/10.1007/978-3-032-01486-3_20,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1219,FMS1219,SAFuzz: Semantic-Guided Adaptive Fuzzing for LLM-Generated Code,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","SAFuzz: Semantic-Guided Adaptive Fuzzing for LLM-Generated Code: While AI-coding assistants accelerate software development, current testing frameworks struggle to keep pace with the resulting volume of AI-generated code.","SAFuzz uses LLM-based semantic prediction to allocate fuzzing resources and define oracles, while runtime feedback is not interpreted by an LLM agent.",https://arxiv.org/abs/2602.11209,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1223,FMS1223,SALLM: Security Assessment of Generated Code,formal_source_record,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","SALLM: Security Assessment of Generated Code: With the growing popularity of Large Language Models (LLMs) in software engineers' daily practices, it is important to ensure that the code generated by these tools is not only functionally correct but also free of vulnerabilities.",SALLM is a secure-code-generation benchmark and execution environment; it does not evaluate an LLM that adaptively controls the security checks.,https://doi.org/10.1145/3691621.3694934,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1265,FMS1265,SecureVibeBench: Benchmarking Secure Vibe Coding of AI Agents via Reconstructing Vulnerability-Introducing Scenarios,preprint,evaluation_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","SecureVibeBench: Benchmarking Secure Vibe Coding of AI Agents via Reconstructing Vulnerability-Introducing Scenarios: Large language model-powered code agents are rapidly transforming software engineering, yet the security risks of their generated code have become a critical concern.","The evaluated agents perform general secure-coding reconstruction tasks, while static/dynamic security oracles are applied by the benchmark after generation and are not shown feeding back into the agents' later vulnerability-workflow decisions.",https://arxiv.org/abs/2509.22097,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1315,FMS1315,SeedAIchemy: LLM-Driven Seed Corpus Generation for Fuzzing,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","SeedAIchemy: LLM-Driven Seed Corpus Generation for Fuzzing: We introduce SeedAIchemy, an automated LLM-driven corpus generation tool that makes it easier for developers to implement fuzzing effectively.","SeedAIchemy uses LLM workflows to construct an initial seed corpus, but the subsequent fuzzer does not feed execution observations back to the LLM.",https://arxiv.org/abs/2511.12448,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1323,FMS1323,"Semantic-Aware Fuzzing: An Empirical Framework for LLM-Guided, Reasoning-Driven Input Mutation",preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Semantic-Aware Fuzzing: An Empirical Framework for LLM-Guided, Reasoning-Driven Input Mutation: Security vulnerabilities in Internet-of-Things devices, mobile platforms, and autonomous systems remain critical.","The paper presents semantic input mutation, while dynamic feedback to an LLM-controlled next action is described as future work.",https://arxiv.org/abs/2509.19533,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1325,FMS1325,Semantics Over Syntax: Uncovering Pre-Authentication 5G Baseband Vulnerabilities,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Semantics Over Syntax: Uncovering Pre-Authentication 5G Baseband Vulnerabilities: Modern 5G user equipment (UE) processes Radio Resource Control (RRC) configuration messages during early control-plane exchanges, before authentication and integrity protection are established.",ConSeT uses an LLM to infer cross-field protocol constraints before deterministic semantic test generation and execution; observed crashes do not alter a later LLM action.,https://arxiv.org/abs/2604.04283,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1326,FMS1326,SemFuzz: A Semantics-Aware Fuzzing Framework for Network Protocol Implementations,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","SemFuzz: A Semantics-Aware Fuzzing Framework for Network Protocol Implementations: Network protocols are the foundation of modern communication, yet their implementations often contain semantic vulnerabilities stemming from inadequate understanding of specification semantics.","SemFuzz uses LLM-derived protocol semantics to guide fuzzing, but the reviewed control path does not expose LLM interpretation of runtime feedback.",https://arxiv.org/abs/2603.05989,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1381,FMS1381,Soley: Identification and Automated Detection of Logic Vulnerabilities in Ethereum Smart Contracts Using Large Language Models,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Soley: Identification and Automated Detection of Logic Vulnerabilities in Ethereum Smart Contracts Using Large Language Models: Modern blockchain, such as Ethereum, supports the deployment and execution of so-called smart contracts, autonomous digital programs with significant value of cryptocurrency.",Soley trains and evaluates a transformer-based logic-vulnerability detector; its iterative training procedure is not an Agentic vulnerability-mining workflow.,https://arxiv.org/abs/2406.16244,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1389,FMS1389,STAF: Leveraging LLMs for Automated Attack Tree-Based Security Test Generation,formal_source_record,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","STAF: Leveraging LLMs for Automated Attack Tree-Based Security Test Generation: In modern automotive development, security testing is critical for safeguarding systems against increasingly advanced threats.","STAF iteratively refines generated security tests, but executable tool feedback is proposed as future work.",https://doi.org/10.13154/294-13659,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1399,FMS1399,Strategic Heterogeneous Multi-Agent Architecture for Cost-Effective Code Vulnerability Detection,preprint,lower_level_primitive,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Strategic Heterogeneous Multi-Agent Architecture for Cost-Effective Code Vulnerability Detection: Automated code vulnerability detection is critical for software security, yet existing approaches face a fundamental trade-off between detection accuracy and computational cost.",The multi-agent debate framework evaluates code-vulnerability classification without target execution or an observable security-tool feedback transition.,https://arxiv.org/abs/2604.21282,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1435,FMS1435,The Code Whisperer: LLM and Graph-Based AI for Smell and Vulnerability Resolution,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","The Code Whisperer: LLM and Graph-Based AI for Smell and Vulnerability Resolution: Code smells and software vulnerabilities both increase maintenance cost, yet they are often handled by separate tools that miss structural context and produce noisy warnings.",The Code Whisperer presents a fixed graph-and-LLM detection and repair pipeline; logged CI feedback is described as a future improvement path rather than evaluated Agent control.,https://arxiv.org/abs/2604.13114,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1469,FMS1469,Three Heads Are Better Than One: A Multi-perspective Reasoning Framework for Enhanced Vulnerability Detection,formal_source_record,lower_level_primitive,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Three Heads Are Better Than One: A Multi-perspective Reasoning Framework for Enhanced Vulnerability Detection: Automated vulnerability detection is crucial for enhancing software security by identifying potential flaws that attackers could exploit, thereby reducing the reliance on labor-intensive manual code audits.",ReasonVul uses multi-agent reasoning and revision for code-vulnerability detection but does not establish tool-mediated target execution or validation.,https://doi.org/10.1145/3808197,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1489,FMS1489,Towards Compositional Generalization in LLMs for Smart Contract Security: A Case Study on Reentrancy Vulnerabilities,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Towards Compositional Generalization in LLMs for Smart Contract Security: A Case Study on Reentrancy Vulnerabilities: Large language models (LLMs) demonstrate remarkable capabilities in natural language understanding and generation.,The work evaluates compositional LLM reasoning for smart-contract vulnerability detection without an observable Agent runtime controlling tools or execution feedback.,https://arxiv.org/abs/2601.06914,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1491,FMS1491,Towards Effective Complementary Security Analysis using Large Language Models,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Towards Effective Complementary Security Analysis using Large Language Models: A key challenge in security analysis is the manual evaluation of potential security weaknesses generated by static application security testing (SAST) tools.,The study applies prompting strategies to filter SAST findings without an observable Agent runtime or feedback-driven tool transition.,https://arxiv.org/abs/2506.16899,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1512,FMS1512,TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum: Ethereum smart contracts hold tens of billions of USD in DeFi and NFTs, yet comprehensive security analysis remains difficult due to unverified code, proxy-based architectures, and the reliance on manual inspection of complex execution traces.",TraceLLM maps collected Ethereum traces and contract code into anomaly findings and reports through a fixed analysis pipeline rather than adaptive Agent control.,https://arxiv.org/abs/2509.03037,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1549,FMS1549,USCSA: Evolution-Aware Security Analysis for Proxy-Based Upgradeable Smart Contracts,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","USCSA: Evolution-Aware Security Analysis for Proxy-Based Upgradeable Smart Contracts: In the case of upgrading smart contracts on blockchain systems, it is essential to consider the continuity of upgrades and subsequent maintenance.",USCSA performs AST differencing followed by LLM-assisted attribution in a fixed staged analyzer without tool feedback changing later LLM action.,https://arxiv.org/abs/2512.08372,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1577,FMS1577,Vul-R2: A Reasoning LLM for Automated Vulnerability Repair,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable",Vul-R2: A Reasoning LLM for Automated Vulnerability Repair: The exponential increase in software vulnerabilities has created an urgent need for automatic vulnerability repair (AVR) solutions.,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",https://arxiv.org/abs/2510.05480,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1600,FMS1600,VulStamp: Vulnerability Assessment using Large Language Model,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","VulStamp: Vulnerability Assessment using Large Language Model: Although modern vulnerability detection tools enable developers to efficiently identify numerous security flaws, indiscriminate remediation efforts often lead to superfluous development expenses.",VulStamp is a reinforcement-learning vulnerability-severity model; its training feedback is not Agent-runtime control over target-software analysis or validation.,https://arxiv.org/abs/2506.11484,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1601,FMS1601,VulWeaver: Weaving Broken Semantics for Grounded Vulnerability Detection,preprint,lower_level_primitive,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","VulWeaver: Weaving Broken Semantics for Grounded Vulnerability Detection: Detecting vulnerabilities in source code remains critical yet challenging, as conventional static analysis tools construct inaccurate program representations, while existing LLM-based approaches often miss essential vulnerability context and lack grounded reasoning.",VulWeaver builds dependency graphs and performs LLM-based vulnerability classification in a fixed detector without adaptive tool or execution feedback.,https://arxiv.org/abs/2604.10767,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1602,FMS1602,VWAttacker: A Systematic Security Testing Framework for Voice over WiFi User Equipments,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","VWAttacker: A Systematic Security Testing Framework for Voice over WiFi User Equipments: We present VWAttacker, the first systematic testing framework for analyzing the security of Voice over WiFi (VoWiFi) User Equipment (UE) implementations.","VWAttacker uses LLM-assisted property extraction and test generation, followed by deterministic mutation and oracles rather than an adaptive LLM feedback loop.",https://arxiv.org/abs/2508.01469,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1630,FMS1630,Why LLMs Fail: A Failure Analysis and Partial Success Measurement for Automated Security Patch Generation,preprint,adjacent_validation_repair,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Why LLMs Fail: A Failure Analysis and Partial Success Measurement for Automated Security Patch Generation: Large Language Models (LLMs) show promise for Automated Program Repair (APR), yet their effectiveness on security vulnerabilities remains poorly characterized.",The study analyzes failures of LLM-based vulnerability patching and contributes adjacent repair-evaluation evidence rather than a new Agentic target-software workflow.,https://arxiv.org/abs/2603.10072,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1637,FMS1637,Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable","Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models: Deep learning (DL) libraries, widely used in AI applications, often contain vulnerabilities like buffer overflows and use-after-free errors.","DFUZZ extracts transferable edge cases with an LLM and applies them in deep-learning API fuzzing, while runtime feedback remains outside LLM control.",https://arxiv.org/abs/2501.04312,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1638,FMS1638,Zer0n: An AI-Assisted Vulnerability Discovery and Blockchain-Backed Integrity Framework,preprint,mechanism_context,evaluation_agenda,RQ2_context;evaluation_agenda,"Sections 2, 4, 5, and 7 as applicable","Zer0n: An AI-Assisted Vulnerability Discovery and Blockchain-Backed Integrity Framework: As vulnerability research increasingly adopts generative AI, a critical reliance on opaque model outputs has emerged, creating a ""trust gap"" in security automation.","Zer0n combines LLM analysis with blockchain report hashing, but active exploitation is out of scope and the evaluated workflow does not expose adaptive tool-feedback control.",https://arxiv.org/abs/2601.07019,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
FMS1641,FMS1641,zkCraft: Prompt-Guided LLM as a Zero-Shot Mutation Pattern Oracle for TCCT-Powered ZK Fuzzing,preprint,adjacent_fuzzing_testing,evaluation_agenda,RQ1;RQ2_context,"Sections 2, 4, 5, and 7 as applicable",zkCraft: Prompt-Guided LLM as a Zero-Shot Mutation Pattern Oracle for TCCT-Powered ZK Fuzzing: Zero-knowledge circuits enable privacy-preserving and scalable systems but are difficult to implement correctly due to the tight coupling between witness computation and circuit constraints.,zkCraft uses an LLM as a zero-shot mutation-pattern oracle before deterministic ZK-circuit fuzzing; execution results do not trigger a later LLM decision.,https://arxiv.org/abs/2602.00667,Full-text record-level thematic extraction; retained for contextual synthesis and not prevalence estimation.
